timestamp,system,incident_type,severity,region,cpu_usage,memory_usage,latency_ms,resolved,resolution_time_minutes
2026-04-30 12:26:22.328330,search-api,cpu_overload,high,ap-south,77.67,69.93,314.28,True,33.0
2026-05-04 08:44:22.328330,auth-service,database_failure,medium,ap-south,44.4,76.24,369.51,False,
2026-03-07 13:57:22.328330,inventory-engine,api_timeout,critical,ap-south,71.3,73.32,220.68,True,71.0
2026-05-02 22:32:22.328330,search-api,database_failure,high,us-east,41.44,86.27,171.13,True,26.0
2026-04-11 00:02:22.328330,inventory-engine,memory_leak,critical,us-east,72.57,51.24,125.64,True,10.0
2026-02-21 10:20:22.328330,payment-api,database_failure,medium,eu-west,86.53,65.83,336.26,False,
2026-04-30 16:23:22.328330,inventory-engine,network_issue,medium,eu-west,63.83,47.9,291.37,False,
2026-03-23 11:27:22.328330,recommendation-engine,database_failure,high,eu-west,56.15,78.38,222.02,True,99.0
2026-05-03 05:52:22.328330,notification-service,latency_spike,low,ap-south,41.85,71.97,395.7,False,
2026-03-09 08:05:22.328330,recommendation-engine,deployment_failure,critical,eu-west,72.39,69.31,306.03,True,187.0
2026-04-30 05:44:22.328330,auth-service,deployment_failure,high,us-east,68.16,72.51,132.67,False,
2026-04-13 22:51:22.328330,auth-service,api_timeout,medium,ap-south,68.51,82.43,153.12,True,215.0
2026-04-22 23:21:22.328330,search-api,network_issue,medium,us-east,86.37,68.9,148.98,True,109.0
2026-03-07 14:21:22.328330,auth-service,latency_spike,high,us-east,79.96,66.56,280.76,True,163.0
2026-04-07 16:20:22.328330,auth-service,cpu_overload,critical,eu-west,60.62,69.28,259.48,True,125.0
2026-05-06 14:31:22.328330,analytics-pipeline,cpu_overload,critical,ap-south,69.36,46.05,130.3,True,187.0
2026-04-13 19:45:22.328330,search-api,api_timeout,high,eu-west,78.94,68.41,178.1,True,147.0
2026-05-13 09:10:22.328330,payment-api,cpu_overload,medium,us-east,44.62,57.04,58.26,False,
2026-03-24 12:52:22.328330,search-api,deployment_failure,low,eu-west,63.48,62.82,142.67,False,
2026-04-02 19:19:22.328330,notification-service,api_timeout,high,us-east,63.98,74.37,387.46,False,
2026-05-06 16:38:22.328330,notification-service,latency_spike,medium,us-east,42.32,83.91,297.85,True,133.0
2026-04-03 20:53:22.328330,inventory-engine,api_timeout,medium,eu-west,53.31,72.44,183.39,False,
2026-03-15 01:56:22.328330,notification-service,api_timeout,medium,us-east,67.79,88.11,268.45,True,85.0
2026-05-14 17:02:22.328330,auth-service,api_timeout,high,ap-south,72.63,64.84,101.28,False,
2026-02-23 10:07:22.328330,recommendation-engine,cpu_overload,high,ap-south,61.87,84.48,97.83,False,
2026-04-01 16:10:22.328330,inventory-engine,api_timeout,medium,us-east,49.17,71.52,141.23,False,
2026-03-10 05:14:22.328330,auth-service,database_failure,critical,eu-west,53.11,64.92,110.75,True,43.0
2026-05-13 18:18:22.328330,auth-service,memory_leak,low,us-east,50.39,78.44,115.41,False,
2026-05-03 20:13:22.328330,search-api,api_timeout,critical,eu-west,41.03,62.44,278.56,False,
2026-05-15 00:24:22.328330,recommendation-engine,cpu_overload,critical,us-east,62.05,64.43,223.55,False,
2026-05-08 11:46:22.328330,analytics-pipeline,network_issue,medium,eu-west,38.81,75.94,250.67,False,
2026-05-10 05:05:22.328330,auth-service,deployment_failure,high,eu-west,58.86,82.07,129.8,True,196.0
2026-04-02 10:09:22.328330,analytics-pipeline,cpu_overload,medium,ap-south,81.92,71.85,193.08,True,139.0
2026-03-09 22:18:22.328330,notification-service,memory_leak,critical,eu-west,64.7,68.71,317.62,True,201.0
2026-04-03 09:22:22.328330,search-api,latency_spike,high,eu-west,48.85,60.85,302.9,False,
2026-03-17 17:10:22.328330,search-api,latency_spike,critical,us-east,56.07,80.81,355.95,True,219.0
2026-04-19 06:44:22.328330,auth-service,latency_spike,low,us-east,58.97,78.18,127.7,False,
2026-04-07 09:37:22.328330,search-api,cpu_overload,low,us-east,76.32,72.39,257.84,True,172.0
2026-03-23 01:56:22.328330,recommendation-engine,cpu_overload,medium,eu-west,55.32,50.07,260.26,True,210.0
2026-03-21 03:27:22.328330,inventory-engine,cpu_overload,low,ap-south,34.05,66.19,295.29,True,145.0
2026-02-21 02:03:22.328330,notification-service,api_timeout,low,us-east,67.88,93.38,302.01,False,
2026-05-02 12:38:22.328330,auth-service,deployment_failure,critical,eu-west,55.19,70.33,216.21,True,223.0
2026-04-29 18:38:22.328330,auth-service,api_timeout,critical,us-east,41.27,58.72,175.14,True,35.0
2026-04-21 13:19:22.328330,recommendation-engine,deployment_failure,critical,ap-south,34.46,70.57,200.07,False,
2026-02-25 11:16:22.328330,search-api,database_failure,medium,us-east,39.91,74.85,277.27,True,218.0
2026-04-15 06:47:22.328330,notification-service,memory_leak,critical,us-east,68.41,66.11,267.32,False,
2026-04-05 08:43:22.328330,inventory-engine,database_failure,critical,eu-west,75.2,73.69,154.03,False,
2026-03-05 21:52:22.328330,inventory-engine,database_failure,medium,us-east,69.15,84.35,172.27,False,
2026-05-10 06:28:22.328330,payment-api,database_failure,high,us-east,96.47,63.69,222.59,True,170.0
2026-03-17 06:24:22.328330,search-api,memory_leak,critical,ap-south,54.91,72.68,80.62,True,79.0
2026-04-06 02:40:22.328330,recommendation-engine,latency_spike,critical,us-east,56.81,56.89,230.83,True,37.0
2026-03-17 10:36:22.328330,inventory-engine,deployment_failure,medium,ap-south,79.92,77.75,30.27,False,
2026-04-21 20:01:22.328330,notification-service,latency_spike,low,eu-west,95.63,73.54,157.88,True,135.0
2026-04-10 01:16:22.328330,recommendation-engine,latency_spike,critical,ap-south,67.36,72.11,166.65,False,
2026-04-16 09:00:22.328330,inventory-engine,database_failure,low,ap-south,67.97,62.71,187.65,True,34.0
2026-03-12 07:50:22.328330,search-api,api_timeout,medium,eu-west,54.71,52.81,231.67,False,
2026-05-14 14:38:22.328330,payment-api,api_timeout,high,us-east,73.78,76.18,285.59,False,
2026-03-10 19:03:22.328330,search-api,api_timeout,high,us-east,69.87,63.61,287.17,True,59.0
2026-05-01 21:11:22.328330,payment-api,network_issue,high,ap-south,44.64,59.19,142.86,True,116.0
2026-03-31 02:09:22.328330,payment-api,latency_spike,critical,eu-west,81.2,81.31,258.98,True,48.0
2026-03-20 00:53:22.328330,recommendation-engine,api_timeout,critical,ap-south,81.08,59.45,247.89,False,
2026-04-21 04:02:22.328330,notification-service,deployment_failure,high,ap-south,63.12,80.16,210.78,False,
2026-03-06 11:45:22.328330,inventory-engine,latency_spike,medium,eu-west,59.23,76.49,290.09,True,53.0
2026-05-08 13:02:22.328330,analytics-pipeline,latency_spike,medium,eu-west,54.97,69.27,135.32,True,128.0
2026-03-20 16:34:22.328330,auth-service,network_issue,medium,us-east,27.53,72.41,268.71,True,27.0
2026-04-21 08:09:22.328330,analytics-pipeline,api_timeout,medium,us-east,68.93,46.61,191.93,False,
2026-05-16 17:51:22.328330,payment-api,memory_leak,medium,ap-south,31.72,86.44,133.12,False,
2026-02-19 23:55:22.328330,recommendation-engine,api_timeout,low,us-east,83.83,81.35,147.95,True,56.0
2026-04-21 21:26:22.328330,notification-service,deployment_failure,critical,eu-west,48.01,74.2,152.45,False,
2026-05-18 00:18:22.328330,payment-api,network_issue,critical,us-east,66.54,64.21,77.51,False,
2026-03-12 15:20:22.328330,notification-service,database_failure,high,eu-west,31.54,72.72,175.08,False,
2026-04-12 08:24:22.328330,recommendation-engine,database_failure,critical,eu-west,56.7,78.35,313.88,True,140.0
2026-05-16 23:58:22.328330,recommendation-engine,database_failure,high,ap-south,60.91,65.91,260.01,True,73.0
2026-02-26 10:59:22.328330,search-api,api_timeout,critical,eu-west,44.65,72.68,264.15,False,
2026-03-23 01:12:22.328330,search-api,cpu_overload,critical,ap-south,75.2,46.76,159.09,False,
2026-05-16 20:03:22.328330,auth-service,cpu_overload,medium,us-east,51.83,71.2,258.46,False,
2026-04-08 20:26:22.328330,auth-service,database_failure,medium,ap-south,87.45,64.06,180.19,False,
2026-02-23 19:57:22.328330,notification-service,deployment_failure,critical,eu-west,82.25,73.56,321.41,False,
2026-03-13 22:06:22.328330,search-api,api_timeout,critical,ap-south,69.33,56.11,113.35,False,
2026-03-07 06:41:22.328330,recommendation-engine,deployment_failure,medium,ap-south,41.73,77.94,315.09,True,77.0
2026-03-16 20:39:22.328330,search-api,latency_spike,critical,eu-west,92.74,80.12,313.03,True,56.0
2026-05-04 12:02:22.328330,notification-service,api_timeout,low,us-east,56.3,56.12,288.01,False,
2026-04-21 02:10:22.328330,auth-service,memory_leak,low,eu-west,71.27,71.29,250.99,False,
2026-02-27 13:08:22.328330,inventory-engine,cpu_overload,medium,eu-west,69.85,85.41,323.6,True,211.0
2026-05-12 22:26:22.328330,inventory-engine,api_timeout,low,ap-south,73.16,80.15,261.13,True,35.0
2026-03-28 13:50:22.328330,auth-service,api_timeout,high,us-east,58.08,79.08,108.44,False,
2026-03-09 16:47:22.328330,payment-api,deployment_failure,high,eu-west,80.81,55.67,242.86,True,185.0
2026-05-14 03:22:22.328330,recommendation-engine,deployment_failure,critical,eu-west,52.32,76.64,217.29,True,205.0
2026-03-24 03:42:22.328330,notification-service,deployment_failure,low,ap-south,41.08,75.05,173.77,True,134.0
2026-05-09 03:14:22.328330,auth-service,network_issue,low,eu-west,78.22,70.02,251.63,False,
2026-05-04 10:28:22.328330,search-api,cpu_overload,critical,ap-south,50.64,62.93,183.31,False,
2026-03-13 01:13:22.328330,analytics-pipeline,latency_spike,medium,ap-south,77.85,90.13,155.59,False,
2026-04-18 06:33:22.328330,analytics-pipeline,memory_leak,low,eu-west,81.15,43.96,124.46,False,
2026-02-19 11:18:22.328330,recommendation-engine,deployment_failure,low,eu-west,50.62,53.77,93.31,False,
2026-04-17 15:53:22.328330,inventory-engine,database_failure,medium,eu-west,71.19,67.43,250.35,False,
2026-04-14 19:55:22.328330,search-api,deployment_failure,critical,us-east,75.36,73.19,272.62,True,43.0
2026-03-11 04:06:22.328330,analytics-pipeline,database_failure,critical,eu-west,63.96,55.76,304.63,True,210.0
2026-04-09 16:44:22.328330,recommendation-engine,api_timeout,critical,ap-south,56.16,58.77,205.77,False,
2026-02-21 19:53:22.328330,payment-api,api_timeout,medium,eu-west,51.31,64.99,247.52,True,26.0
2026-04-17 22:28:22.328330,inventory-engine,api_timeout,medium,us-east,70.23,59.23,180.98,True,105.0
2026-03-10 15:02:22.328330,payment-api,network_issue,medium,ap-south,81.11,75.96,386.01,True,166.0
2026-02-18 12:34:22.328330,search-api,deployment_failure,high,us-east,82.7,83.73,108.97,False,
2026-02-27 02:29:22.328330,search-api,network_issue,high,ap-south,76.46,69.36,175.92,False,
2026-02-24 23:16:22.328330,inventory-engine,latency_spike,high,ap-south,67.52,81.34,260.07,True,184.0
2026-04-11 23:06:22.328330,recommendation-engine,network_issue,medium,ap-south,51.82,78.91,168.99,False,
2026-03-16 05:52:22.328330,inventory-engine,deployment_failure,critical,eu-west,68.25,66.36,202.49,False,
2026-05-11 01:24:22.328330,payment-api,database_failure,high,us-east,76.49,57.52,375.62,True,138.0
2026-03-30 12:08:22.328330,inventory-engine,memory_leak,low,ap-south,37.68,62.83,249.62,False,
2026-04-01 06:38:22.328330,inventory-engine,deployment_failure,medium,eu-west,73.76,68.79,215.41,True,232.0
2026-03-07 05:19:22.328330,notification-service,database_failure,high,eu-west,71.16,67.23,331.45,False,
2026-03-13 14:25:22.328330,recommendation-engine,database_failure,low,ap-south,77.59,80.47,142.71,True,220.0
2026-04-14 18:43:22.328330,inventory-engine,network_issue,high,eu-west,63.81,66.39,139.55,True,198.0
2026-03-20 11:28:22.328330,payment-api,api_timeout,high,ap-south,70.4,63.55,272.43,True,121.0
2026-04-17 21:00:22.328330,auth-service,deployment_failure,medium,us-east,48.95,90.63,148.29,False,
2026-04-22 19:56:22.328330,search-api,deployment_failure,medium,ap-south,68.29,79.5,174.35,False,
2026-04-01 10:17:22.328330,search-api,memory_leak,low,us-east,77.79,55.25,336.17,True,215.0
2026-03-08 20:44:22.328330,inventory-engine,api_timeout,low,eu-west,65.21,62.84,196.07,False,
2026-03-04 07:46:22.328330,recommendation-engine,latency_spike,low,eu-west,77.13,62.99,160.05,False,
2026-02-26 20:32:22.328330,auth-service,api_timeout,medium,us-east,61.68,55.88,365.64,True,99.0
2026-03-18 02:58:22.328330,notification-service,api_timeout,critical,us-east,56.5,79.98,236.76,False,
2026-03-21 19:08:22.328330,recommendation-engine,api_timeout,critical,ap-south,50.23,69.93,282.72,False,
2026-03-04 17:52:22.328330,auth-service,memory_leak,medium,us-east,62.18,84.32,301.72,False,
2026-05-06 22:52:22.328330,search-api,database_failure,low,ap-south,78.78,64.48,133.61,True,121.0
2026-04-05 15:27:22.328330,payment-api,network_issue,medium,ap-south,55.8,72.35,263.66,False,
2026-02-23 20:02:22.328330,payment-api,database_failure,critical,eu-west,32.43,69.9,232.65,True,99.0
2026-03-27 16:28:22.328330,inventory-engine,latency_spike,medium,eu-west,60.84,85.5,253.74,False,
2026-04-20 23:23:22.328330,inventory-engine,cpu_overload,high,us-east,84.65,67.41,295.0,True,207.0
2026-05-05 17:24:22.328330,auth-service,deployment_failure,critical,eu-west,89.53,85.74,132.63,False,
2026-02-26 19:20:22.328330,inventory-engine,memory_leak,medium,ap-south,61.19,65.86,259.14,False,
2026-05-18 12:57:22.328330,payment-api,database_failure,high,eu-west,75.3,59.93,225.43,True,111.0
2026-04-04 22:22:22.328330,notification-service,cpu_overload,critical,us-east,34.7,87.3,179.01,False,
2026-04-05 11:21:22.328330,analytics-pipeline,network_issue,medium,eu-west,65.84,66.28,311.68,False,
2026-03-10 09:36:22.328330,recommendation-engine,network_issue,critical,eu-west,22.44,69.8,211.53,False,
2026-05-10 14:24:22.328330,analytics-pipeline,database_failure,critical,us-east,58.2,90.71,149.01,True,235.0
2026-04-12 17:45:22.328330,inventory-engine,database_failure,low,ap-south,76.58,74.28,320.92,False,
2026-03-12 17:53:22.328330,inventory-engine,network_issue,low,eu-west,54.99,61.2,307.69,True,151.0
2026-03-22 09:01:22.328330,analytics-pipeline,deployment_failure,high,ap-south,71.38,51.46,176.86,True,169.0
2026-03-28 19:35:22.328330,payment-api,memory_leak,low,ap-south,70.8,80.05,165.66,True,197.0
2026-04-05 10:02:22.328330,notification-service,latency_spike,low,ap-south,21.29,76.28,122.37,True,9.0
2026-04-23 16:51:22.328330,analytics-pipeline,memory_leak,medium,ap-south,34.74,36.01,285.12,False,
2026-05-11 00:36:22.328330,analytics-pipeline,database_failure,high,us-east,66.93,67.29,331.12,True,130.0
2026-03-01 06:30:22.328330,payment-api,cpu_overload,critical,eu-west,74.56,89.4,108.58,False,
2026-05-16 12:57:22.328330,analytics-pipeline,database_failure,high,us-east,64.48,50.6,201.65,False,
2026-05-10 10:40:22.328330,payment-api,latency_spike,medium,us-east,61.27,77.52,223.65,True,51.0
2026-04-25 11:14:22.328330,analytics-pipeline,latency_spike,medium,us-east,74.35,78.44,392.39,False,
2026-03-17 23:04:22.328330,auth-service,latency_spike,high,eu-west,60.27,58.71,239.69,True,187.0
2026-05-13 09:43:22.328330,inventory-engine,api_timeout,low,us-east,52.97,87.78,197.34,True,110.0
2026-02-26 10:42:22.328330,inventory-engine,cpu_overload,critical,eu-west,56.52,64.34,277.47,True,56.0
2026-04-26 22:03:22.328330,analytics-pipeline,database_failure,medium,us-east,62.63,62.3,353.23,False,
2026-02-21 07:36:22.328330,payment-api,cpu_overload,low,us-east,52.16,70.43,272.18,False,
2026-03-29 09:12:22.328330,recommendation-engine,latency_spike,critical,eu-west,40.53,75.76,135.59,False,
2026-03-22 01:31:22.328330,auth-service,latency_spike,high,ap-south,77.34,58.45,275.42,True,68.0
2026-03-10 06:45:22.328330,notification-service,network_issue,medium,us-east,81.59,80.34,240.11,False,
2026-04-08 03:15:22.328330,payment-api,deployment_failure,medium,eu-west,61.53,63.08,337.68,False,
2026-03-30 12:54:22.328330,auth-service,deployment_failure,medium,ap-south,54.51,57.56,273.23,False,
2026-02-20 05:24:22.328330,notification-service,api_timeout,low,eu-west,53.06,58.6,104.51,False,
2026-02-20 05:55:22.328330,analytics-pipeline,database_failure,high,ap-south,57.76,69.01,239.45,True,5.0
2026-05-13 06:03:22.328330,recommendation-engine,cpu_overload,high,ap-south,79.27,76.32,204.73,False,
2026-04-16 17:49:22.328330,analytics-pipeline,network_issue,medium,ap-south,62.03,76.12,321.81,False,
2026-05-14 14:09:22.328330,auth-service,network_issue,low,us-east,66.89,64.37,140.57,True,106.0
2026-03-16 03:46:22.328330,payment-api,deployment_failure,medium,ap-south,43.32,78.0,266.24,False,
2026-02-27 18:53:22.328330,recommendation-engine,memory_leak,high,ap-south,73.66,68.46,332.55,False,
2026-03-21 21:58:22.328330,inventory-engine,deployment_failure,critical,us-east,57.74,81.46,216.9,True,174.0
2026-02-18 06:04:22.328330,inventory-engine,cpu_overload,medium,us-east,55.87,77.11,252.77,False,
2026-05-17 06:50:22.328330,search-api,memory_leak,low,ap-south,70.35,70.98,216.97,False,
2026-05-18 08:10:22.328330,payment-api,network_issue,medium,us-east,100.83,84.21,277.83,False,
2026-03-10 07:53:22.328330,recommendation-engine,database_failure,low,ap-south,66.68,82.09,261.44,True,142.0
2026-05-15 21:54:22.328330,analytics-pipeline,deployment_failure,critical,ap-south,65.39,66.36,213.53,True,95.0
2026-02-19 06:03:22.328330,analytics-pipeline,api_timeout,high,us-east,17.44,72.53,180.92,True,219.0
2026-03-09 19:52:22.328330,analytics-pipeline,network_issue,low,eu-west,88.89,70.23,124.88,False,
2026-04-15 00:11:22.328330,auth-service,api_timeout,low,eu-west,64.25,57.45,257.87,True,199.0
2026-04-23 03:22:22.328330,search-api,network_issue,high,eu-west,69.36,81.49,156.73,True,213.0
2026-03-23 21:25:22.328330,search-api,cpu_overload,medium,eu-west,65.51,53.62,276.12,False,
2026-02-19 16:25:22.328330,inventory-engine,latency_spike,high,us-east,72.78,75.95,220.13,True,6.0
2026-04-30 21:09:22.328330,analytics-pipeline,network_issue,critical,eu-west,71.22,89.25,197.19,False,
2026-03-27 22:17:22.328330,notification-service,api_timeout,medium,ap-south,67.08,56.97,150.54,True,173.0
2026-03-12 11:33:22.328330,notification-service,network_issue,medium,eu-west,66.47,83.25,199.5,True,195.0
2026-05-12 19:24:22.328330,auth-service,cpu_overload,medium,ap-south,61.46,65.12,177.22,False,
2026-05-01 06:24:22.328330,analytics-pipeline,network_issue,low,ap-south,69.42,52.03,322.48,False,
2026-03-17 18:32:22.328330,notification-service,api_timeout,low,us-east,55.02,78.66,118.4,True,223.0
2026-02-22 06:45:22.328330,inventory-engine,api_timeout,critical,us-east,75.03,78.06,250.74,True,179.0
2026-04-01 13:17:22.328330,recommendation-engine,api_timeout,high,ap-south,50.08,72.99,125.36,True,231.0
2026-03-14 01:59:22.328330,auth-service,latency_spike,high,us-east,61.21,82.35,283.74,False,
2026-04-19 22:40:22.328330,payment-api,api_timeout,medium,us-east,65.23,58.3,271.65,True,230.0
2026-03-27 16:21:22.328330,analytics-pipeline,latency_spike,medium,ap-south,65.29,42.16,282.61,False,
2026-02-20 13:13:22.328330,payment-api,memory_leak,medium,eu-west,64.64,84.43,132.38,False,
2026-04-20 10:33:22.328330,payment-api,network_issue,low,eu-west,17.35,73.35,243.33,False,
2026-04-09 09:54:22.328330,analytics-pipeline,latency_spike,high,us-east,39.64,58.26,440.42,True,32.0
2026-04-05 14:58:22.328330,auth-service,cpu_overload,low,us-east,60.42,78.77,167.95,True,23.0
2026-03-09 02:51:22.328330,notification-service,database_failure,critical,eu-west,33.65,67.96,198.75,False,
2026-03-27 00:48:22.328330,payment-api,latency_spike,low,eu-west,59.0,68.62,241.14,False,
2026-04-20 05:08:22.328330,analytics-pipeline,network_issue,low,eu-west,62.75,54.83,258.89,True,240.0
2026-03-06 16:40:22.328330,recommendation-engine,latency_spike,high,ap-south,35.76,45.4,279.13,False,
2026-05-12 17:47:22.328330,payment-api,network_issue,low,ap-south,72.61,69.31,108.36,True,80.0
2026-03-02 08:49:22.328330,recommendation-engine,api_timeout,low,ap-south,54.38,66.85,92.33,False,
2026-04-27 12:16:22.328330,analytics-pipeline,database_failure,low,us-east,53.91,77.83,334.18,False,
2026-04-06 11:26:22.328330,analytics-pipeline,api_timeout,low,us-east,58.71,79.08,66.88,True,121.0
2026-04-01 15:38:22.328330,inventory-engine,database_failure,medium,eu-west,74.89,60.35,244.59,True,8.0
2026-03-25 13:20:22.328330,search-api,latency_spike,medium,ap-south,61.28,85.84,150.05,True,168.0
2026-04-02 09:48:22.328330,inventory-engine,cpu_overload,critical,us-east,74.41,66.65,207.34,False,
2026-05-01 19:21:22.328330,auth-service,memory_leak,low,eu-west,62.24,59.85,218.87,True,84.0
2026-03-26 12:36:22.328330,recommendation-engine,database_failure,high,us-east,64.06,72.89,226.76,True,42.0
2026-04-05 23:49:22.328330,inventory-engine,database_failure,high,us-east,76.97,81.08,135.95,False,
2026-02-19 09:55:22.328330,payment-api,database_failure,medium,eu-west,78.03,55.76,267.03,True,134.0
2026-03-05 03:58:22.328330,analytics-pipeline,database_failure,low,us-east,74.3,47.06,227.44,False,
2026-04-30 22:38:22.328330,auth-service,network_issue,medium,eu-west,57.97,60.89,328.07,False,
2026-05-01 11:51:22.328330,search-api,api_timeout,critical,ap-south,55.19,60.32,226.06,False,
2026-03-02 04:16:22.328330,notification-service,database_failure,high,ap-south,75.28,68.3,313.31,False,
2026-04-10 14:51:22.328330,inventory-engine,memory_leak,low,us-east,72.96,43.86,177.64,True,131.0
2026-04-28 18:13:22.328330,payment-api,network_issue,medium,ap-south,56.57,75.75,10.01,True,124.0
2026-03-22 22:32:22.328330,auth-service,memory_leak,critical,ap-south,103.24,76.37,231.91,False,
2026-03-06 06:00:22.328330,search-api,api_timeout,medium,us-east,82.72,98.12,289.66,True,216.0
2026-05-18 02:49:22.328330,inventory-engine,latency_spike,low,us-east,79.23,71.57,208.68,True,147.0
2026-05-08 05:52:22.328330,auth-service,cpu_overload,critical,eu-west,57.86,60.09,165.04,False,
2026-05-14 17:36:22.328330,payment-api,memory_leak,medium,us-east,44.74,69.09,85.23,True,61.0
2026-02-27 03:22:22.328330,inventory-engine,network_issue,medium,us-east,67.86,69.56,231.75,True,50.0
2026-04-30 21:22:22.328330,payment-api,memory_leak,high,eu-west,57.17,106.92,328.81,True,217.0
2026-03-18 01:35:22.328330,auth-service,api_timeout,low,us-east,46.33,72.79,171.36,True,83.0
2026-04-07 04:55:22.328330,auth-service,cpu_overload,high,ap-south,49.78,53.92,254.58,True,139.0
2026-02-18 19:00:22.328330,analytics-pipeline,database_failure,critical,ap-south,54.78,81.61,299.5,True,35.0
2026-05-05 13:59:22.328330,auth-service,deployment_failure,medium,eu-west,85.61,59.77,258.03,False,
2026-03-16 12:40:22.328330,inventory-engine,cpu_overload,critical,ap-south,74.49,64.31,158.26,True,240.0
2026-05-14 12:36:22.328330,analytics-pipeline,database_failure,medium,ap-south,89.14,72.73,270.88,False,
2026-03-07 20:38:22.328330,auth-service,cpu_overload,medium,eu-west,52.67,55.37,174.44,False,
2026-02-28 06:44:22.328330,auth-service,deployment_failure,critical,eu-west,63.14,57.23,219.21,True,205.0
2026-04-05 21:19:22.328330,analytics-pipeline,network_issue,low,eu-west,39.67,56.56,273.67,False,
2026-03-11 08:15:22.328330,search-api,deployment_failure,high,us-east,74.06,65.3,138.58,False,
2026-05-02 10:29:22.328330,inventory-engine,network_issue,high,ap-south,49.59,65.52,271.56,False,
2026-03-14 14:09:22.328330,recommendation-engine,api_timeout,high,ap-south,78.92,64.04,127.72,False,
2026-03-21 15:33:22.328330,analytics-pipeline,database_failure,low,eu-west,69.02,60.12,178.54,True,234.0
2026-04-30 06:03:22.328330,recommendation-engine,deployment_failure,medium,us-east,84.88,79.93,232.64,True,83.0
2026-04-10 01:02:22.328330,recommendation-engine,database_failure,medium,us-east,45.92,72.54,305.01,False,
2026-03-29 14:49:22.328330,payment-api,memory_leak,low,us-east,59.37,86.21,323.42,False,
2026-04-01 12:08:22.328330,inventory-engine,memory_leak,low,us-east,89.96,73.66,266.99,False,
2026-04-09 22:40:22.328330,recommendation-engine,api_timeout,critical,us-east,86.21,75.37,179.9,False,
2026-03-06 12:02:22.328330,recommendation-engine,cpu_overload,high,us-east,58.27,72.86,116.76,True,50.0
2026-04-08 12:38:22.328330,auth-service,cpu_overload,low,us-east,62.85,83.16,44.7,True,80.0
2026-03-03 00:49:22.328330,notification-service,database_failure,low,us-east,88.02,83.47,183.22,True,30.0
2026-05-07 22:27:22.328330,payment-api,cpu_overload,low,ap-south,73.15,70.04,318.4,True,90.0
2026-04-30 19:56:22.328330,search-api,cpu_overload,high,us-east,79.74,53.2,266.98,False,
2026-05-01 09:03:22.328330,search-api,database_failure,medium,ap-south,61.92,70.99,161.75,False,
2026-05-17 22:52:22.328330,analytics-pipeline,cpu_overload,high,us-east,91.22,82.48,160.82,False,
2026-02-21 15:21:22.328330,recommendation-engine,deployment_failure,low,us-east,44.98,65.37,254.76,True,226.0
2026-04-12 13:09:22.328330,auth-service,memory_leak,medium,us-east,68.6,85.04,283.19,True,137.0
2026-03-26 07:11:22.328330,analytics-pipeline,database_failure,critical,ap-south,79.54,73.92,108.86,False,
2026-04-17 17:20:22.328330,analytics-pipeline,latency_spike,high,eu-west,62.06,82.72,215.88,False,
2026-03-09 15:08:22.328330,search-api,api_timeout,medium,us-east,72.55,66.18,137.62,False,
2026-03-02 02:13:22.328330,notification-service,latency_spike,high,eu-west,63.15,73.71,167.54,True,83.0
2026-02-21 20:43:22.328330,search-api,latency_spike,critical,ap-south,61.46,58.73,309.54,False,
2026-04-17 19:09:22.328330,auth-service,api_timeout,critical,ap-south,60.58,87.43,342.3,False,
2026-03-10 07:03:22.328330,analytics-pipeline,network_issue,high,us-east,63.78,57.9,53.13,True,150.0
2026-03-08 05:52:22.328330,payment-api,memory_leak,medium,us-east,42.92,53.51,330.28,False,
2026-02-18 12:17:22.328330,recommendation-engine,memory_leak,critical,eu-west,66.74,74.68,42.37,False,
2026-05-01 14:05:22.328330,recommendation-engine,latency_spike,high,ap-south,47.03,80.64,242.94,False,
2026-03-21 13:35:22.328330,inventory-engine,latency_spike,medium,eu-west,62.79,76.78,350.86,True,13.0
2026-03-04 12:03:22.328330,search-api,database_failure,critical,eu-west,61.68,70.83,235.41,True,55.0
2026-05-12 09:42:22.328330,recommendation-engine,cpu_overload,medium,eu-west,100.88,44.81,274.66,False,
2026-03-19 16:39:22.328330,notification-service,latency_spike,critical,eu-west,63.28,76.8,167.41,False,
2026-04-01 12:46:22.328330,payment-api,memory_leak,high,us-east,64.27,78.54,469.03,False,
2026-05-04 10:28:22.328330,payment-api,memory_leak,critical,us-east,77.12,59.82,186.1,True,104.0
2026-02-20 19:04:22.328330,analytics-pipeline,memory_leak,medium,eu-west,58.2,48.45,193.59,False,
2026-04-09 09:21:22.328330,analytics-pipeline,network_issue,critical,eu-west,75.99,54.71,303.88,False,
2026-03-26 06:07:22.328330,auth-service,database_failure,critical,us-east,72.32,61.19,208.68,True,6.0
2026-05-05 17:48:22.328330,recommendation-engine,latency_spike,critical,ap-south,88.97,78.8,220.7,True,139.0
2026-04-18 19:02:22.328330,notification-service,api_timeout,critical,us-east,61.43,70.92,179.06,True,193.0
2026-05-10 10:29:22.328330,inventory-engine,network_issue,critical,us-east,33.43,94.51,232.43,False,
2026-04-13 03:10:22.328330,notification-service,deployment_failure,medium,us-east,70.97,69.31,161.19,True,50.0
2026-02-25 19:30:22.328330,notification-service,network_issue,critical,us-east,62.21,50.81,402.17,False,
2026-02-24 19:46:22.328330,search-api,memory_leak,low,us-east,46.48,57.62,184.78,True,66.0
